"ANO_ELEICAO","NUM_TURNO","UF","DESCRICAO_CARGO","NUMERO_PARTIDO","SIGLA_PARTIDO","QTDE_VOTOS"
"2006","1","AM","DEPUTADO FEDERAL","17","PSL","1340"
"2018","1","AM","DEPUTADO FEDERAL","17","PSL","159608"
"2006","1","AM","DEPUTADO FEDERAL","50","PSOL","1730"
"2010","1","AM","DEPUTADO FEDERAL","50","PSOL","2386"
"2018","1","AM","DEPUTADO FEDERAL","50","PSOL","11786"
"2014","1","AM","DEPUTADO FEDERAL","50","PSOL","5560"
"2002","1","AM","DEPUTADO FEDERAL","18","PST","7742"
"2010","1","AM","DEPUTADO FEDERAL","16","PSTU","1374"
"2014","1","AM","DEPUTADO FEDERAL","16","PSTU","1656"
"1998","1","AM","DEPUTADO FEDERAL","16","PSTU","730"
"2018","1","AM","DEPUTADO FEDERAL","16","PSTU","730"
"2006","1","AM","DEPUTADO FEDERAL","16","PSTU","1085"
"2002","1","AM","DEPUTADO FEDERAL","16","PSTU","1609"
"2002","1","AM","DEPUTADO FEDERAL","13","PT","22532"
"2006","1","AM","DEPUTADO FEDERAL","13","PT","157264"
"2018","1","AM","DEPUTADO FEDERAL","13","PT","222879"
"2014","1","AM","DEPUTADO FEDERAL","13","PT","78725"
"1998","1","AM","DEPUTADO FEDERAL","13","PT","20981"
"2010","1","AM","DEPUTADO FEDERAL","13","PT","176822"
"2010","1","AM","DEPUTADO FEDERAL","70","PT do B","1704"
"2014","1","AM","DEPUTADO FEDERAL","70","PT do B","289"
"1998","1","AM","DEPUTADO FEDERAL","70","PT do B","674"
"2002","1","AM","DEPUTADO FEDERAL","70","PT do B","10741"
"2018","1","AM","DEPUTADO FEDERAL","14","PTB","46348"
"1998","1","AM","DEPUTADO FEDERAL","14","PTB","70494"
"2014","1","AM","DEPUTADO FEDERAL","14","PTB","72047"
"2002","1","AM","DEPUTADO FEDERAL","14","PTB","114519"
"2006","1","AM","DEPUTADO FEDERAL","14","PTB","108672"
"2010","1","AM","DEPUTADO FEDERAL","14","PTB","95557"
"2014","1","AM","DEPUTADO FEDERAL","36","PTC","12026"
"2002","1","AM","DEPUTADO FEDERAL","36","PTC","2143"
"2018","1","AM","DEPUTADO FEDERAL","36","PTC","10560"
"2006","1","AM","DEPUTADO FEDERAL","36","PTC","281"
"2010","1","AM","DEPUTADO FEDERAL","36","PTC","383"
"2010","1","AM","DEPUTADO FEDERAL","19","PTN","1509"
"2014","1","AM","DEPUTADO FEDERAL","19","PTN","23579"
"2002","1","AM","DEPUTADO FEDERAL","19","PTN","274"
"2006","1","AM","DEPUTADO FEDERAL","19","PTN","4891"
"2002","1","AM","DEPUTADO FEDERAL","43","PV","1923"
"2018","1","AM","DEPUTADO FEDERAL","43","PV","27170"
"2010","1","AM","DEPUTADO FEDERAL","43","PV","7267"
"2006","1","AM","DEPUTADO FEDERAL","43","PV","11175"
"2014","1","AM","DEPUTADO FEDERAL","43","PV","3294"
"2018","1","AM","DEPUTADO FEDERAL","18","REDE","9053"
"2014","1","AM","DEPUTADO FEDERAL","77","SD","938"
"2018","1","AM","DEPUTADO FEDERAL","77","SOLIDARIEDADE","57596"
"2018","1","AP","DEPUTADO FEDERAL","70","AVANTE","17946"
"2018","1","AP","DEPUTADO FEDERAL","27","DC","2906"
"2010","1","AP","DEPUTADO FEDERAL","25","DEM","20093"
"2014","1","AP","DEPUTADO FEDERAL","25","DEM","6733"
"2018","1","AP","DEPUTADO FEDERAL","25","DEM","20420"
"2018","1","AP","DEPUTADO FEDERAL","15","MDB","10000"
"1998","1","AP","DEPUTADO FEDERAL","26","PAN","1606"
"2002","1","AP","DEPUTADO FEDERAL","26","PAN","377"
"2002","1","AP","DEPUTADO FEDERAL","65","PC do B","421"
"1998","1","AP","DEPUTADO FEDERAL","65","PC do B","2735"
"2018","1","AP","DEPUTADO FEDERAL","65","PC do B","14510"
"2014","1","AP","DEPUTADO FEDERAL","65","PC do B","11358"
"2010","1","AP","DEPUTADO FEDERAL","65","PC do B","14250"
"2006","1","AP","DEPUTADO FEDERAL","65","PC do B","10717"
"2002","1","AP","DEPUTADO FEDERAL","21","PCB","212"
"2010","1","AP","DEPUTADO FEDERAL","21","PCB","7594"
"2006","1","AP","DEPUTADO FEDERAL","21","PCB","1213"
"2018","1","AP","DEPUTADO FEDERAL","12","PDT","42754"
"2006","1","AP","DEPUTADO FEDERAL","12","PDT","37128"
"1998","1","AP","DEPUTADO FEDERAL","12","PDT","19946"
"2014","1","AP","DEPUTADO FEDERAL","12","PDT","34799"
"2002","1","AP","DEPUTADO FEDERAL","12","PDT","42305"
"2010","1","AP","DEPUTADO FEDERAL","12","PDT","42888"
"2014","1","AP","DEPUTADO FEDERAL","51","PEN","1736"
"2002","1","AP","DEPUTADO FEDERAL","25","PFL","4440"
"2006","1","AP","DEPUTADO FEDERAL","25","PFL","19729"
"1998","1","AP","DEPUTADO FEDERAL","25","PFL","33186"
"2014","1","AP","DEPUTADO FEDERAL","31","PHS","667"
"2018","1","AP","DEPUTADO FEDERAL","31","PHS","8805"
"2010","1","AP","DEPUTADO FEDERAL","31","PHS","608"
"2002","1","AP","DEPUTADO FEDERAL","31","PHS","402"
"2006","1","AP","DEPUTADO FEDERAL","22","PL","15479"
"2002","1","AP","DEPUTADO FEDERAL","22","PL","21425"
"1998","1","AP","DEPUTADO FEDERAL","22","PL","3212"
"2014","1","AP","DEPUTADO FEDERAL","15","PMDB","39944"
"2006","1","AP","DEPUTADO FEDERAL","15","PMDB","63430"
"1998","1","AP","DEPUTADO FEDERAL","15","PMDB","25332"
"2010","1","AP","DEPUTADO FEDERAL","15","PMDB","32527"
"2002","1","AP","DEPUTADO FEDERAL","15","PMDB","17233"
"2014","1","AP","DEPUTADO FEDERAL","33","PMN","891"
"2002","1","AP","DEPUTADO FEDERAL","33","PMN","391"
"1998","1","AP","DEPUTADO FEDERAL","33","PMN","36"
"2006","1","AP","DEPUTADO FEDERAL","33","PMN","2384"
"2018","1","AP","DEPUTADO FEDERAL","33","PMN","1566"
"2010","1","AP","DEPUTADO FEDERAL","33","PMN","4325"
"2018","1","AP","DEPUTADO FEDERAL","19","PODE","3830"
"2018","1","AP","DEPUTADO FEDERAL","11","PP","14352"
"2006","1","AP","DEPUTADO FEDERAL","11","PP","6656"
"2014","1","AP","DEPUTADO FEDERAL","11","PP","21439"
"2010","1","AP","DEPUTADO FEDERAL","11","PP","15234"
"1998","1","AP","DEPUTADO FEDERAL","11","PPB","12069"
"2002","1","AP","DEPUTADO FEDERAL","11","PPB","25392"
"2014","1","AP","DEPUTADO FEDERAL","54","PPL","8056"
"2018","1","AP","DEPUTADO FEDERAL","54","PPL","4709"
"2006","1","AP","DEPUTADO FEDERAL","23","PPS","26893"
"2002","1","AP","DEPUTADO FEDERAL","23","PPS","2277"
"1998","1","AP","DEPUTADO FEDERAL","23","PPS","1348"
"2010","1","AP","DEPUTADO FEDERAL","23","PPS","5668"
"2014","1","AP","DEPUTADO FEDERAL","23","PPS","4137"
"2010","1","AP","DEPUTADO FEDERAL","22","PR","9793"
"2014","1","AP","DEPUTADO FEDERAL","22","PR","20278"
"2018","1","AP","DEPUTADO FEDERAL","22","PR","49706"
"2014","1","AP","DEPUTADO FEDERAL","10","PRB","14584"
"2010","1","AP","DEPUTADO FEDERAL","10","PRB","6389"
"2018","1","AP","DEPUTADO FEDERAL","10","PRB","16938"
"1998","1","AP","DEPUTADO FEDERAL","56","PRONA","95"
"2002","1","AP","DEPUTADO FEDERAL","56","PRONA","41"
"2006","1","AP","DEPUTADO FEDERAL","56","PRONA","666"
"2018","1","AP","DEPUTADO FEDERAL","90","PROS","20340"
"2014","1","AP","DEPUTADO FEDERAL","90","PROS","20482"
"2018","1","AP","DEPUTADO FEDERAL","44","PRP","9683"
"2010","1","AP","DEPUTADO FEDERAL","44","PRP","2406"
"2002","1","AP","DEPUTADO FEDERAL","44","PRP","346"
"1998","1","AP","DEPUTADO FEDERAL","44","PRP","674"
"2014","1","AP","DEPUTADO FEDERAL","44","PRP","5130"
"2010","1","AP","DEPUTADO FEDERAL","28","PRTB","22235"
"2014","1","AP","DEPUTADO FEDERAL","28","PRTB","6445"
"2002","1","AP","DEPUTADO FEDERAL","28","PRTB","1027"
"2006","1","AP","DEPUTADO FEDERAL","28","PRTB","421"
"2006","1","AP","DEPUTADO FEDERAL","40","PSB","43274"
"2010","1","AP","DEPUTADO FEDERAL","40","PSB","36740"
"2002","1","AP","DEPUTADO FEDERAL","40","PSB","41414"
"1998","1","AP","DEPUTADO FEDERAL","40","PSB","21106"
"2014","1","AP","DEPUTADO FEDERAL","40","PSB","23587"
"2018","1","AP","DEPUTADO FEDERAL","40","PSB","32353"
"1998","1","AP","DEPUTADO FEDERAL","20","PSC","1019"
"2018","1","AP","DEPUTADO FEDERAL","20","PSC","9862"
"2010","1","AP","DEPUTADO FEDERAL","20","PSC","7187"
"2014","1","AP","DEPUTADO FEDERAL","20","PSC","25501"
"2002","1","AP","DEPUTADO FEDERAL","20","PSC","249"
"2006","1","AP","DEPUTADO FEDERAL","20","PSC","6761"
"1998","1","AP","DEPUTADO FEDERAL","41","PSD","6727"
"2002","1","AP","DEPUTADO FEDERAL","41","PSD","8271"
"2018","1","AP","DEPUTADO FEDERAL","55","PSD","11042"
"2014","1","AP","DEPUTADO FEDERAL","55","PSD","15627"
"2006","1","AP","DEPUTADO FEDERAL","45","PSDB","19291"
"2014","1","AP","DEPUTADO FEDERAL","45","PSDB","10738"
"2018","1","AP","DEPUTADO FEDERAL","45","PSDB","15124"
"2002","1","AP","DEPUTADO FEDERAL","45","PSDB","18493"
"2010","1","AP","DEPUTADO FEDERAL","45","PSDB","23182"
"1998","1","AP","DEPUTADO FEDERAL","45","PSDB","25395"
"2010","1","AP","DEPUTADO FEDERAL","27","PSDC","82"
"2014","1","AP","DEPUTADO FEDERAL","27","PSDC","17010"
"2018","1","AP","DEPUTADO FEDERAL","17","PSL","5699"
"1998","1","AP","DEPUTADO FEDERAL","17","PSL","447"
"2002","1","AP","DEPUTADO FEDERAL","17","PSL","7462"
"2018","1","AP","DEPUTADO FEDERAL","50","PSOL","11410"
"2010","1","AP","DEPUTADO FEDERAL","50","PSOL","3741"
"2006","1","AP","DEPUTADO FEDERAL","50","PSOL","1629"
"2014","1","AP","DEPUTADO FEDERAL","50","PSOL","7909"
"2002","1","AP","DEPUTADO FEDERAL","18","PST","190"
"2002","1","AP","DEPUTADO FEDERAL","16","PSTU","787"
"1998","1","AP","DEPUTADO FEDERAL","16","PSTU","482"
"2006","1","AP","DEPUTADO FEDERAL","16","PSTU","766"
"2014","1","AP","DEPUTADO FEDERAL","16","PSTU","2173"
"2010","1","AP","DEPUTADO FEDERAL","16","PSTU","619"
"2018","1","AP","DEPUTADO FEDERAL","16","PSTU","755"
"2018","1","AP","DEPUTADO FEDERAL","13","PT","12896"
"1998","1","AP","DEPUTADO FEDERAL","13","PT","12756"
"2002","1","AP","DEPUTADO FEDERAL","13","PT","32642"
"2014","1","AP","DEPUTADO FEDERAL","13","PT","41218"
"2010","1","AP","DEPUTADO FEDERAL","13","PT","60297"
"2006","1","AP","DEPUTADO FEDERAL","13","PT","33824"
"2014","1","AP","DEPUTADO FEDERAL","70","PT do B","11171"
"2006","1","AP","DEPUTADO FEDERAL","70","PT do B","590"
"1998","1","AP","DEPUTADO FEDERAL","70","PT do B","26"
"2002","1","AP","DEPUTADO FEDERAL","70","PT do B","235"
"2002","1","AP","DEPUTADO FEDERAL","14","PTB","12174"
"2018","1","AP","DEPUTADO FEDERAL","14","PTB","17270"
"2014","1","AP","DEPUTADO FEDERAL","14","PTB","14616"
"2006","1","AP","DEPUTADO FEDERAL","14","PTB","2513"
"2010","1","AP","DEPUTADO FEDERAL","14","PTB","14625"
"1998","1","AP","DEPUTADO FEDERAL","14","PTB","8881"
"2014","1","AP","DEPUTADO FEDERAL","36","PTC","1710"
"2010","1","AP","DEPUTADO FEDERAL","36","PTC","6496"
"2018","1","AP","DEPUTADO FEDERAL","36","PTC","10423"
"2006","1","AP","DEPUTADO FEDERAL","19","PTN","3395"
"2010","1","AP","DEPUTADO FEDERAL","19","PTN","368"
"1998","1","AP","DEPUTADO FEDERAL","43","PV","324"
"2018","1","AP","DEPUTADO FEDERAL","43","PV","2084"
"2006","1","AP","DEPUTADO FEDERAL","43","PV","2551"
"2014","1","AP","DEPUTADO FEDERAL","43","PV","9123"
"2010","1","AP","DEPUTADO FEDERAL","43","PV","8184"
"2002","1","AP","DEPUTADO FEDERAL","43","PV","2953"
"2018","1","AP","DEPUTADO FEDERAL","18","REDE","20244"
"2014","1","AP","DEPUTADO FEDERAL","77","SD","9837"
"2018","1","AP","DEPUTADO FEDERAL","77","SOLIDARIEDADE","6610"
"2018","1","AP","DEPUTADO FEDERAL","51",,"7651"
"2018","1","AP","DEPUTADO FEDERAL","23",,"2132"
"2018","1","BA","DEPUTADO FEDERAL","70","AVANTE","388275"
"2018","1","BA","DEPUTADO FEDERAL","27","DC","13824"
"2014","1","BA","DEPUTADO FEDERAL","25","DEM","626678"
"2018","1","BA","DEPUTADO FEDERAL","25","DEM","580963"
"2010","1","BA","DEPUTADO FEDERAL","25","DEM","968553"
"2018","1","BA","DEPUTADO FEDERAL","15","MDB","131552"
"2018","1","BA","DEPUTADO FEDERAL","30","NOVO","67699"
"2006","1","BA","DEPUTADO FEDERAL","26","PAN","8986"
"2002","1","BA","DEPUTADO FEDERAL","26","PAN","26058"
"1998","1","BA","DEPUTADO FEDERAL","26","PAN","16294"
"2018","1","BA","DEPUTADO FEDERAL","51","PATRI","67393"
"1998","1","BA","DEPUTADO FEDERAL","65","PC do B","68619"
"2014","1","BA","DEPUTADO FEDERAL","65","PC do B","288152"
"2002","1","BA","DEPUTADO FEDERAL","65","PC do B","229942"
"2006","1","BA","DEPUTADO FEDERAL","65","PC do B","233489"
"2018","1","BA","DEPUTADO FEDERAL","65","PC do B","360850"
"2010","1","BA","DEPUTADO FEDERAL","65","PC do B","356089"
"1998","1","BA","DEPUTADO FEDERAL","21","PCB","4288"
"2006","1","BA","DEPUTADO FEDERAL","21","PCB","11273"
"2018","1","BA","DEPUTADO FEDERAL","29","PCO","1680"
"2006","1","BA","DEPUTADO FEDERAL","29","PCO","3591"
"2002","1","BA","DEPUTADO FEDERAL","29","PCO","4636"
"1998","1","BA","DEPUTADO FEDERAL","12","PDT","128011"
"2010","1","BA","DEPUTADO FEDERAL","12","PDT","429563"
"2014","1","BA","DEPUTADO FEDERAL","12","PDT","205969"
"2002","1","BA","DEPUTADO FEDERAL","12","PDT","157440"
"2006","1","BA","DEPUTADO FEDERAL","12","PDT","362376"
"2018","1","BA","DEPUTADO FEDERAL","12","PDT","339321"
"2014","1","BA","DEPUTADO FEDERAL","51","PEN","77857"
"2002","1","BA","DEPUTADO FEDERAL","25","PFL","2488818"
"2006","1","BA","DEPUTADO FEDERAL","25","PFL","2288295"
"1998","1","BA","DEPUTADO FEDERAL","25","PFL","1955054"
"2002","1","BA","DEPUTADO FEDERAL","30","PGT","2161"
"2014","1","BA","DEPUTADO FEDERAL","31","PHS","7268"
"2010","1","BA","DEPUTADO FEDERAL","31","PHS","47209"
"2006","1","BA","DEPUTADO FEDERAL","31","PHS","9977"
"2002","1","BA","DEPUTADO FEDERAL","31","PHS","8140"
"2018","1","BA","DEPUTADO FEDERAL","31","PHS","249757"
"2006","1","BA","DEPUTADO FEDERAL","22","PL","385058"
"2002","1","BA","DEPUTADO FEDERAL","22","PL","150884"
"1998","1","BA","DEPUTADO FEDERAL","22","PL","96052"
"2018","1","BA","DEPUTADO FEDERAL","35","PMB","28357"
"2006","1","BA","DEPUTADO FEDERAL","15","PMDB","374906"
"1998","1","BA","DEPUTADO FEDERAL","15","PMDB","339516"
"2014","1","BA","DEPUTADO FEDERAL","15","PMDB","376408"
"2002","1","BA","DEPUTADO FEDERAL","15","PMDB","500418"
"2010","1","BA","DEPUTADO FEDERAL","15","PMDB","638167"
"1998","1","BA","DEPUTADO FEDERAL","33","PMN","3421"
"2018","1","BA","DEPUTADO FEDERAL","33","PMN","13111"
"2002","1","BA","DEPUTADO FEDERAL","33","PMN","23148"
"2006","1","BA","DEPUTADO FEDERAL","33","PMN","63505"
"2010","1","BA","DEPUTADO FEDERAL","33","PMN","49978"
"2014","1","BA","DEPUTADO FEDERAL","33","PMN","6918"
"2018","1","BA","DEPUTADO FEDERAL","19","PODE","169310"
"2014","1","BA","DEPUTADO FEDERAL","11","PP","587325"
"2018","1","BA","DEPUTADO FEDERAL","11","PP","521054"
"2010","1","BA","DEPUTADO FEDERAL","11","PP","609564"
"2006","1","BA","DEPUTADO FEDERAL","11","PP","358514"
"1998","1","BA","DEPUTADO FEDERAL","11","PPB","151959"
"2002","1","BA","DEPUTADO FEDERAL","11","PPB","252602"
"2014","1","BA","DEPUTADO FEDERAL","54","PPL","9849"
"2018","1","BA","DEPUTADO FEDERAL","54","PPL","91951"
"2010","1","BA","DEPUTADO FEDERAL","23","PPS","61657"
"2006","1","BA","DEPUTADO FEDERAL","23","PPS","134210"
"2002","1","BA","DEPUTADO FEDERAL","23","PPS","90584"
"2018","1","BA","DEPUTADO FEDERAL","23","PPS","53724"
"1998","1","BA","DEPUTADO FEDERAL","23","PPS","45351"
"2014","1","BA","DEPUTADO FEDERAL","23","PPS","47084"
"2014","1","BA","DEPUTADO FEDERAL","22","PR","242545"
"2010","1","BA","DEPUTADO FEDERAL","22","PR","328422"
"2018","1","BA","DEPUTADO FEDERAL","22","PR","250052"
"2010","1","BA","DEPUTADO FEDERAL","10","PRB","252344"
"2014","1","BA","DEPUTADO FEDERAL","10","PRB","309754"
"2018","1","BA","DEPUTADO FEDERAL","10","PRB","265073"
"1998","1","BA","DEPUTADO FEDERAL","36","PRN","4593"
"2006","1","BA","DEPUTADO FEDERAL","56","PRONA","6341"
"1998","1","BA","DEPUTADO FEDERAL","56","PRONA","23359"
"2014","1","BA","DEPUTADO FEDERAL","90","PROS","66030"
"2018","1","BA","DEPUTADO FEDERAL","90","PROS","35931"
"2006","1","BA","DEPUTADO FEDERAL","44","PRP","22511"
"1998","1","BA","DEPUTADO FEDERAL","44","PRP","8162"
"2002","1","BA","DEPUTADO FEDERAL","44","PRP","8625"
"2010","1","BA","DEPUTADO FEDERAL","44","PRP","75648"
"2014","1","BA","DEPUTADO FEDERAL","44","PRP","62072"
"2018","1","BA","DEPUTADO FEDERAL","44","PRP","73049"
"2010","1","BA","DEPUTADO FEDERAL","28","PRTB","3384"
"2014","1","BA","DEPUTADO FEDERAL","28","PRTB","23392"
"2018","1","BA","DEPUTADO FEDERAL","28","PRTB","71091"
"2002","1","BA","DEPUTADO FEDERAL","28","PRTB","5661"
"2006","1","BA","DEPUTADO FEDERAL","28","PRTB","10663"
"1998","1","BA","DEPUTADO FEDERAL","28","PRTB","1936"
"2014","1","BA","DEPUTADO FEDERAL","40","PSB","269220"
"1998","1","BA","DEPUTADO FEDERAL","40","PSB","53840"
"2002","1","BA","DEPUTADO FEDERAL","40","PSB","134932"
"2006","1","BA","DEPUTADO FEDERAL","40","PSB","253096"
"2018","1","BA","DEPUTADO FEDERAL","40","PSB","257700"
"2010","1","BA","DEPUTADO FEDERAL","40","PSB","176129"
"2014","1","BA","DEPUTADO FEDERAL","20","PSC","261776"
"1998","1","BA","DEPUTADO FEDERAL","20","PSC","33006"
"2018","1","BA","DEPUTADO FEDERAL","20","PSC","79834"
"2006","1","BA","DEPUTADO FEDERAL","20","PSC","120183"
"2002","1","BA","DEPUTADO FEDERAL","20","PSC","8067"
"2010","1","BA","DEPUTADO FEDERAL","20","PSC","178098"
"2018","1","BA","DEPUTADO FEDERAL","55","PSD","796769"
"2014","1","BA","DEPUTADO FEDERAL","55","PSD","633536"
"2002","1","BA","DEPUTADO FEDERAL","41","PSD","12954"
"2006","1","BA","DEPUTADO FEDERAL","45","PSDB","317195"
"2002","1","BA","DEPUTADO FEDERAL","45","PSDB","358734"
"2018","1","BA","DEPUTADO FEDERAL","45","PSDB","219247"
"1998","1","BA","DEPUTADO FEDERAL","45","PSDB","470051"
"2010","1","BA","DEPUTADO FEDERAL","45","PSDB","413937"
"2014","1","BA","DEPUTADO FEDERAL","45","PSDB","405360"
"2010","1","BA","DEPUTADO FEDERAL","27","PSDC","10235"
"2014","1","BA","DEPUTADO FEDERAL","27","PSDC","4747"
"2006","1","BA","DEPUTADO FEDERAL","27","PSDC","48981"
"2002","1","BA","DEPUTADO FEDERAL","27","PSDC","32406"
"2014","1","BA","DEPUTADO FEDERAL","17","PSL","22483"
"2006","1","BA","DEPUTADO FEDERAL","17","PSL","13067"
"2018","1","BA","DEPUTADO FEDERAL","17","PSL","213055"
"2010","1","BA","DEPUTADO FEDERAL","17","PSL","9335"
"1998","1","BA","DEPUTADO FEDERAL","31","PSN","3522"
"2006","1","BA","DEPUTADO FEDERAL","50","PSOL","19317"
"2014","1","BA","DEPUTADO FEDERAL","50","PSOL","53609"
"2010","1","BA","DEPUTADO FEDERAL","50","PSOL","17664"
"2018","1","BA","DEPUTADO FEDERAL","50","PSOL","68275"
"2002","1","BA","DEPUTADO FEDERAL","18","PST","21070"
"1998","1","BA","DEPUTADO FEDERAL","18","PST","812"
"1998","1","BA","DEPUTADO FEDERAL","16","PSTU","3197"
"2014","1","BA","DEPUTADO FEDERAL","16","PSTU","9991"
"2002","1","BA","DEPUTADO FEDERAL","16","PSTU","6004"
"2010","1","BA","DEPUTADO FEDERAL","16","PSTU","5557"
"2006","1","BA","DEPUTADO FEDERAL","16","PSTU","3108"
"2014","1","BA","DEPUTADO FEDERAL","13","PT","1394890"
"2018","1","BA","DEPUTADO FEDERAL","13","PT","1333887"
"1998","1","BA","DEPUTADO FEDERAL","13","PT","577608"
"2002","1","BA","DEPUTADO FEDERAL","13","PT","1147520"
"2010","1","BA","DEPUTADO FEDERAL","13","PT","1677907"
"2006","1","BA","DEPUTADO FEDERAL","13","PT","1295972"
"2010","1","BA","DEPUTADO FEDERAL","70","PT do B","22342"
"2002","1","BA","DEPUTADO FEDERAL","70","PT do B","5922"
"1998","1","BA","DEPUTADO FEDERAL","70","PT do B","5140"
"2006","1","BA","DEPUTADO FEDERAL","70","PT do B","17239"
"2014","1","BA","DEPUTADO FEDERAL","70","PT do B","12471"
"1998","1","BA","DEPUTADO FEDERAL","14","PTB","152449"
"2002","1","BA","DEPUTADO FEDERAL","14","PTB","203170"
"2018","1","BA","DEPUTADO FEDERAL","14","PTB","43174"
"2010","1","BA","DEPUTADO FEDERAL","14","PTB","191229"
"2014","1","BA","DEPUTADO FEDERAL","14","PTB","242480"
"2006","1","BA","DEPUTADO FEDERAL","14","PTB","115513"
"2006","1","BA","DEPUTADO FEDERAL","36","PTC","16008"
"2010","1","BA","DEPUTADO FEDERAL","36","PTC","32053"
"2014","1","BA","DEPUTADO FEDERAL","36","PTC","65195"
"2018","1","BA","DEPUTADO FEDERAL","36","PTC","42475"
"2002","1","BA","DEPUTADO FEDERAL","36","PTC","10485"
"2002","1","BA","DEPUTADO FEDERAL","19","PTN","4174"
"2014","1","BA","DEPUTADO FEDERAL","19","PTN","116644"
"2010","1","BA","DEPUTADO FEDERAL","19","PTN","9536"
"2006","1","BA","DEPUTADO FEDERAL","19","PTN","5245"
"2010","1","BA","DEPUTADO FEDERAL","43","PV","142387"
"1998","1","BA","DEPUTADO FEDERAL","43","PV","7859"
"2018","1","BA","DEPUTADO FEDERAL","43","PV","73661"
"2006","1","BA","DEPUTADO FEDERAL","43","PV","73262"
"2014","1","BA","DEPUTADO FEDERAL","43","PV","66057"
"2002","1","BA","DEPUTADO FEDERAL","43","PV","61605"
"2018","1","BA","DEPUTADO FEDERAL","18","REDE","42259"
"2014","1","BA","DEPUTADO FEDERAL","77","SD","222211"
"2018","1","BA","DEPUTADO FEDERAL","77","SOLIDARIEDADE","62242"
"2018","1","CE","DEPUTADO FEDERAL","70","AVANTE","56487"
"2018","1","CE","DEPUTADO FEDERAL","27","DC","19978"
"2010","1","CE","DEPUTADO FEDERAL","25","DEM","34011"
"2014","1","CE","DEPUTADO FEDERAL","25","DEM","290261"
"2018","1","CE","DEPUTADO FEDERAL","25","DEM","83740"
"2018","1","CE","DEPUTADO FEDERAL","15","MDB","148624"
"2018","1","CE","DEPUTADO FEDERAL","30","NOVO","36326"
"2002","1","CE","DEPUTADO FEDERAL","26","PAN","4310"
"2006","1","CE","DEPUTADO FEDERAL","26","PAN","6174"
"1998","1","CE","DEPUTADO FEDERAL","26","PAN","373"
"2018","1","CE","DEPUTADO FEDERAL","51","PATRI","152094"
"1998","1","CE","DEPUTADO FEDERAL","65","PC do B","142402"
"2014","1","CE","DEPUTADO FEDERAL","65","PC do B","142236"
"2002","1","CE","DEPUTADO FEDERAL","65","PC do B","329150"
"2018","1","CE","DEPUTADO FEDERAL","65","PC do B","87714"
"2006","1","CE","DEPUTADO FEDERAL","65","PC do B","184662"
"2010","1","CE","DEPUTADO FEDERAL","65","PC do B","230094"
"2018","1","CE","DEPUTADO FEDERAL","21","PCB","2832"
"1998","1","CE","DEPUTADO FEDERAL","21","PCB","1679"
"2006","1","CE","DEPUTADO FEDERAL","21","PCB","2598"
"2002","1","CE","DEPUTADO FEDERAL","21","PCB","1804"
"2010","1","CE","DEPUTADO FEDERAL","21","PCB","4018"
"2014","1","CE","DEPUTADO FEDERAL","21","PCB","5852"
"2006","1","CE","DEPUTADO FEDERAL","29","PCO","2458"
"2002","1","CE","DEPUTADO FEDERAL","12","PDT","79137"
"2018","1","CE","DEPUTADO FEDERAL","12","PDT","1015230"
"1998","1","CE","DEPUTADO FEDERAL","12","PDT","30040"
"2010","1","CE","DEPUTADO FEDERAL","12","PDT","145222"
"2014","1","CE","DEPUTADO FEDERAL","12","PDT","147339"
"2006","1","CE","DEPUTADO FEDERAL","12","PDT","132530"
"2014","1","CE","DEPUTADO FEDERAL","51","PEN","11722"
"2002","1","CE","DEPUTADO FEDERAL","25","PFL","427039"
"2006","1","CE","DEPUTADO FEDERAL","25","PFL","62611"
"1998","1","CE","DEPUTADO FEDERAL","25","PFL","93164"
"2002","1","CE","DEPUTADO FEDERAL","30","PGT","1636"
"2014","1","CE","DEPUTADO FEDERAL","31","PHS","118789"
"2010","1","CE","DEPUTADO FEDERAL","31","PHS","135976"
"2018","1","CE","DEPUTADO FEDERAL","31","PHS","9284"
"2006","1","CE","DEPUTADO FEDERAL","31","PHS","23397"
"2006","1","CE","DEPUTADO FEDERAL","22","PL","146120"
"2002","1","CE","DEPUTADO FEDERAL","22","PL","151584"
"1998","1","CE","DEPUTADO FEDERAL","22","PL","8973"
"2010","1","CE","DEPUTADO FEDERAL","15","PMDB","966320"
"2002","1","CE","DEPUTADO FEDERAL","15","PMDB","697637"
"2014","1","CE","DEPUTADO FEDERAL","15","PMDB","655297"
"1998","1","CE","DEPUTADO FEDERAL","15","PMDB","633365"
"2006","1","CE","DEPUTADO FEDERAL","15","PMDB","907666"
"2010","1","CE","DEPUTADO FEDERAL","33","PMN","7522"
"2014","1","CE","DEPUTADO FEDERAL","33","PMN","16242"
"2002","1","CE","DEPUTADO FEDERAL","33","PMN","6370"
"1998","1","CE","DEPUTADO FEDERAL","33","PMN","1814"
"2018","1","CE","DEPUTADO FEDERAL","33","PMN","7157"
"2006","1","CE","DEPUTADO FEDERAL","33","PMN","8521"
"2018","1","CE","DEPUTADO FEDERAL","19","PODE","68355"
