"ANO_ELEICAO","NUM_TURNO","UF","DESCRICAO_CARGO","NUMERO_PARTIDO","SIGLA_PARTIDO","QTDE_VOTOS"
"2010","1","PB","DEPUTADO FEDERAL","23","PPS","10380"
"2002","1","PB","DEPUTADO FEDERAL","23","PPS","13660"
"2006","1","PB","DEPUTADO FEDERAL","23","PPS","42377"
"2014","1","PB","DEPUTADO FEDERAL","23","PPS","4846"
"2010","1","PB","DEPUTADO FEDERAL","22","PR","131369"
"2014","1","PB","DEPUTADO FEDERAL","22","PR","107525"
"2018","1","PB","DEPUTADO FEDERAL","22","PR","112440"
"2014","1","PB","DEPUTADO FEDERAL","10","PRB","36892"
"2018","1","PB","DEPUTADO FEDERAL","10","PRB","126920"
"2010","1","PB","DEPUTADO FEDERAL","10","PRB","23844"
"2006","1","PB","DEPUTADO FEDERAL","10","PRB","4897"
"1998","1","PB","DEPUTADO FEDERAL","36","PRN","405"
"2006","1","PB","DEPUTADO FEDERAL","56","PRONA","892"
"1998","1","PB","DEPUTADO FEDERAL","56","PRONA","1886"
"2018","1","PB","DEPUTADO FEDERAL","90","PROS","15694"
"2014","1","PB","DEPUTADO FEDERAL","90","PROS","7391"
"2006","1","PB","DEPUTADO FEDERAL","44","PRP","5766"
"1998","1","PB","DEPUTADO FEDERAL","44","PRP","1179"
"2010","1","PB","DEPUTADO FEDERAL","44","PRP","5000"
"2018","1","PB","DEPUTADO FEDERAL","44","PRP","5773"
"2014","1","PB","DEPUTADO FEDERAL","44","PRP","4197"
"2002","1","PB","DEPUTADO FEDERAL","44","PRP","20101"
"2010","1","PB","DEPUTADO FEDERAL","28","PRTB","360"
"2018","1","PB","DEPUTADO FEDERAL","28","PRTB","9618"
"2014","1","PB","DEPUTADO FEDERAL","28","PRTB","10280"
"2002","1","PB","DEPUTADO FEDERAL","28","PRTB","157"
"2006","1","PB","DEPUTADO FEDERAL","28","PRTB","1104"
"2018","1","PB","DEPUTADO FEDERAL","40","PSB","188205"
"2010","1","PB","DEPUTADO FEDERAL","40","PSB","80682"
"2006","1","PB","DEPUTADO FEDERAL","40","PSB","207433"
"2002","1","PB","DEPUTADO FEDERAL","40","PSB","21682"
"1998","1","PB","DEPUTADO FEDERAL","40","PSB","36056"
"2014","1","PB","DEPUTADO FEDERAL","40","PSB","106305"
"2002","1","PB","DEPUTADO FEDERAL","20","PSC","1678"
"2018","1","PB","DEPUTADO FEDERAL","20","PSC","93875"
"2014","1","PB","DEPUTADO FEDERAL","20","PSC","64018"
"2006","1","PB","DEPUTADO FEDERAL","20","PSC","2518"
"2010","1","PB","DEPUTADO FEDERAL","20","PSC","79010"
"2018","1","PB","DEPUTADO FEDERAL","55","PSD","11147"
"2014","1","PB","DEPUTADO FEDERAL","55","PSD","88719"
"2002","1","PB","DEPUTADO FEDERAL","41","PSD","75276"
"2010","1","PB","DEPUTADO FEDERAL","45","PSDB","271095"
"1998","1","PB","DEPUTADO FEDERAL","45","PSDB","104218"
"2002","1","PB","DEPUTADO FEDERAL","45","PSDB","385278"
"2018","1","PB","DEPUTADO FEDERAL","45","PSDB","250377"
"2014","1","PB","DEPUTADO FEDERAL","45","PSDB","241038"
"2006","1","PB","DEPUTADO FEDERAL","45","PSDB","388192"
"2002","1","PB","DEPUTADO FEDERAL","27","PSDC","1526"
"2014","1","PB","DEPUTADO FEDERAL","27","PSDC","942"
"1998","1","PB","DEPUTADO FEDERAL","27","PSDC","80"
"2006","1","PB","DEPUTADO FEDERAL","27","PSDC","847"
"2018","1","PB","DEPUTADO FEDERAL","17","PSL","156757"
"1998","1","PB","DEPUTADO FEDERAL","17","PSL","2183"
"2010","1","PB","DEPUTADO FEDERAL","17","PSL","3668"
"2002","1","PB","DEPUTADO FEDERAL","17","PSL","2624"
"2006","1","PB","DEPUTADO FEDERAL","17","PSL","1742"
"2014","1","PB","DEPUTADO FEDERAL","17","PSL","7641"
"2006","1","PB","DEPUTADO FEDERAL","50","PSOL","6899"
"2010","1","PB","DEPUTADO FEDERAL","50","PSOL","5555"
"2018","1","PB","DEPUTADO FEDERAL","50","PSOL","8259"
"2014","1","PB","DEPUTADO FEDERAL","50","PSOL","60910"
"2002","1","PB","DEPUTADO FEDERAL","18","PST","773"
"1998","1","PB","DEPUTADO FEDERAL","16","PSTU","2544"
"2010","1","PB","DEPUTADO FEDERAL","16","PSTU","2438"
"2006","1","PB","DEPUTADO FEDERAL","16","PSTU","2206"
"2002","1","PB","DEPUTADO FEDERAL","13","PT","173674"
"2010","1","PB","DEPUTADO FEDERAL","13","PT","189528"
"2014","1","PB","DEPUTADO FEDERAL","13","PT","133470"
"2018","1","PB","DEPUTADO FEDERAL","13","PT","128619"
"1998","1","PB","DEPUTADO FEDERAL","13","PT","90690"
"2006","1","PB","DEPUTADO FEDERAL","13","PT","127464"
"2014","1","PB","DEPUTADO FEDERAL","70","PT do B","15536"
"2010","1","PB","DEPUTADO FEDERAL","70","PT do B","2013"
"2002","1","PB","DEPUTADO FEDERAL","70","PT do B","2083"
"2006","1","PB","DEPUTADO FEDERAL","70","PT do B","645"
"2010","1","PB","DEPUTADO FEDERAL","14","PTB","64260"
"1998","1","PB","DEPUTADO FEDERAL","14","PTB","80745"
"2014","1","PB","DEPUTADO FEDERAL","14","PTB","116547"
"2018","1","PB","DEPUTADO FEDERAL","14","PTB","91368"
"2002","1","PB","DEPUTADO FEDERAL","14","PTB","194580"
"2006","1","PB","DEPUTADO FEDERAL","14","PTB","29581"
"2010","1","PB","DEPUTADO FEDERAL","36","PTC","808"
"2006","1","PB","DEPUTADO FEDERAL","36","PTC","657"
"2014","1","PB","DEPUTADO FEDERAL","36","PTC","792"
"2002","1","PB","DEPUTADO FEDERAL","36","PTC","2676"
"2018","1","PB","DEPUTADO FEDERAL","36","PTC","2426"
"2006","1","PB","DEPUTADO FEDERAL","19","PTN","356"
"2014","1","PB","DEPUTADO FEDERAL","19","PTN","27567"
"2002","1","PB","DEPUTADO FEDERAL","19","PTN","425"
"2010","1","PB","DEPUTADO FEDERAL","19","PTN","3487"
"2006","1","PB","DEPUTADO FEDERAL","43","PV","5107"
"2014","1","PB","DEPUTADO FEDERAL","43","PV","4777"
"1998","1","PB","DEPUTADO FEDERAL","43","PV","1715"
"2018","1","PB","DEPUTADO FEDERAL","43","PV","20524"
"2010","1","PB","DEPUTADO FEDERAL","43","PV","3686"
"2002","1","PB","DEPUTADO FEDERAL","43","PV","7577"
"2018","1","PB","DEPUTADO FEDERAL","18","REDE","27413"
"2014","1","PB","DEPUTADO FEDERAL","77","SD","64479"
"2018","1","PB","DEPUTADO FEDERAL","77","SOLIDARIEDADE","45138"
"2018","1","PE","DEPUTADO FEDERAL","70","AVANTE","43263"
"2018","1","PE","DEPUTADO FEDERAL","27","DC","18496"
"2018","1","PE","DEPUTADO FEDERAL","25","DEM","168674"
"2010","1","PE","DEPUTADO FEDERAL","25","DEM","334381"
"2014","1","PE","DEPUTADO FEDERAL","25","DEM","92547"
"2018","1","PE","DEPUTADO FEDERAL","15","MDB","99972"
"2018","1","PE","DEPUTADO FEDERAL","30","NOVO","46240"
"1998","1","PE","DEPUTADO FEDERAL","26","PAN","850"
"2002","1","PE","DEPUTADO FEDERAL","26","PAN","5812"
"2006","1","PE","DEPUTADO FEDERAL","26","PAN","12427"
"2018","1","PE","DEPUTADO FEDERAL","51","PATRI","269280"
"1998","1","PE","DEPUTADO FEDERAL","65","PC do B","31031"
"2014","1","PE","DEPUTADO FEDERAL","65","PC do B","129290"
"2002","1","PE","DEPUTADO FEDERAL","65","PC do B","75671"
"2018","1","PE","DEPUTADO FEDERAL","65","PC do B","64807"
"2006","1","PE","DEPUTADO FEDERAL","65","PC do B","115852"
"2010","1","PE","DEPUTADO FEDERAL","65","PC do B","134275"
"2006","1","PE","DEPUTADO FEDERAL","21","PCB","3315"
"2018","1","PE","DEPUTADO FEDERAL","21","PCB","15743"
"2010","1","PE","DEPUTADO FEDERAL","21","PCB","3432"
"2014","1","PE","DEPUTADO FEDERAL","21","PCB","7321"
"2002","1","PE","DEPUTADO FEDERAL","21","PCB","4689"
"1998","1","PE","DEPUTADO FEDERAL","21","PCB","2146"
"2002","1","PE","DEPUTADO FEDERAL","29","PCO","1907"
"2018","1","PE","DEPUTADO FEDERAL","29","PCO","298"
"2006","1","PE","DEPUTADO FEDERAL","29","PCO","1589"
"2006","1","PE","DEPUTADO FEDERAL","12","PDT","130178"
"2002","1","PE","DEPUTADO FEDERAL","12","PDT","75050"
"2014","1","PE","DEPUTADO FEDERAL","12","PDT","138156"
"1998","1","PE","DEPUTADO FEDERAL","12","PDT","95930"
"2018","1","PE","DEPUTADO FEDERAL","12","PDT","186357"
"2010","1","PE","DEPUTADO FEDERAL","12","PDT","174191"
"2014","1","PE","DEPUTADO FEDERAL","51","PEN","742"
"2006","1","PE","DEPUTADO FEDERAL","25","PFL","663806"
"1998","1","PE","DEPUTADO FEDERAL","25","PFL","748547"
"2002","1","PE","DEPUTADO FEDERAL","25","PFL","624256"
"1998","1","PE","DEPUTADO FEDERAL","30","PGT","1420"
"2002","1","PE","DEPUTADO FEDERAL","30","PGT","1533"
"2006","1","PE","DEPUTADO FEDERAL","31","PHS","38638"
"2002","1","PE","DEPUTADO FEDERAL","31","PHS","8100"
"2014","1","PE","DEPUTADO FEDERAL","31","PHS","80710"
"2010","1","PE","DEPUTADO FEDERAL","31","PHS","73928"
"2018","1","PE","DEPUTADO FEDERAL","31","PHS","80072"
"2002","1","PE","DEPUTADO FEDERAL","22","PL","171850"
"1998","1","PE","DEPUTADO FEDERAL","22","PL","4556"
"2006","1","PE","DEPUTADO FEDERAL","22","PL","215316"
"2006","1","PE","DEPUTADO FEDERAL","15","PMDB","419288"
"2010","1","PE","DEPUTADO FEDERAL","15","PMDB","168406"
"2002","1","PE","DEPUTADO FEDERAL","15","PMDB","576975"
"2014","1","PE","DEPUTADO FEDERAL","15","PMDB","236048"
"1998","1","PE","DEPUTADO FEDERAL","15","PMDB","457434"
"2006","1","PE","DEPUTADO FEDERAL","33","PMN","80104"
"2010","1","PE","DEPUTADO FEDERAL","33","PMN","18876"
"2018","1","PE","DEPUTADO FEDERAL","33","PMN","15855"
"2014","1","PE","DEPUTADO FEDERAL","33","PMN","8064"
"1998","1","PE","DEPUTADO FEDERAL","33","PMN","9028"
"2002","1","PE","DEPUTADO FEDERAL","33","PMN","6188"
"2018","1","PE","DEPUTADO FEDERAL","19","PODE","81879"
"2006","1","PE","DEPUTADO FEDERAL","11","PP","198699"
"2018","1","PE","DEPUTADO FEDERAL","11","PP","284194"
"2010","1","PE","DEPUTADO FEDERAL","11","PP","396399"
"2014","1","PE","DEPUTADO FEDERAL","11","PP","383674"
"1998","1","PE","DEPUTADO FEDERAL","11","PPB","215464"
"2002","1","PE","DEPUTADO FEDERAL","11","PPB","251782"
"2014","1","PE","DEPUTADO FEDERAL","54","PPL","8175"
"2018","1","PE","DEPUTADO FEDERAL","54","PPL","9178"
"2006","1","PE","DEPUTADO FEDERAL","23","PPS","158374"
"1998","1","PE","DEPUTADO FEDERAL","23","PPS","21734"
"2002","1","PE","DEPUTADO FEDERAL","23","PPS","147227"
"2014","1","PE","DEPUTADO FEDERAL","23","PPS","40376"
"2010","1","PE","DEPUTADO FEDERAL","23","PPS","12832"
"2018","1","PE","DEPUTADO FEDERAL","23","PPS","140016"
"2018","1","PE","DEPUTADO FEDERAL","22","PR","179415"
"2010","1","PE","DEPUTADO FEDERAL","22","PR","285047"
"2014","1","PE","DEPUTADO FEDERAL","22","PR","281583"
"2010","1","PE","DEPUTADO FEDERAL","10","PRB","77293"
"2014","1","PE","DEPUTADO FEDERAL","10","PRB","75133"
"2018","1","PE","DEPUTADO FEDERAL","10","PRB","184885"
"2006","1","PE","DEPUTADO FEDERAL","10","PRB","8296"
"1998","1","PE","DEPUTADO FEDERAL","36","PRN","693"
"1998","1","PE","DEPUTADO FEDERAL","56","PRONA","8228"
"2006","1","PE","DEPUTADO FEDERAL","56","PRONA","34453"
"2018","1","PE","DEPUTADO FEDERAL","90","PROS","75957"
"2014","1","PE","DEPUTADO FEDERAL","90","PROS","7553"
"2006","1","PE","DEPUTADO FEDERAL","44","PRP","10832"
"2002","1","PE","DEPUTADO FEDERAL","44","PRP","9763"
"2014","1","PE","DEPUTADO FEDERAL","44","PRP","24617"
"1998","1","PE","DEPUTADO FEDERAL","44","PRP","5902"
"2010","1","PE","DEPUTADO FEDERAL","44","PRP","16472"
"2018","1","PE","DEPUTADO FEDERAL","44","PRP","79418"
"2018","1","PE","DEPUTADO FEDERAL","28","PRTB","24165"
"2010","1","PE","DEPUTADO FEDERAL","28","PRTB","51474"
"1998","1","PE","DEPUTADO FEDERAL","28","PRTB","2078"
"2002","1","PE","DEPUTADO FEDERAL","28","PRTB","4763"
"2006","1","PE","DEPUTADO FEDERAL","28","PRTB","3686"
"2014","1","PE","DEPUTADO FEDERAL","28","PRTB","18614"
"2006","1","PE","DEPUTADO FEDERAL","40","PSB","521886"
"2002","1","PE","DEPUTADO FEDERAL","40","PSB","651703"
"2010","1","PE","DEPUTADO FEDERAL","40","PSB","1092786"
"2014","1","PE","DEPUTADO FEDERAL","40","PSB","1238051"
"2018","1","PE","DEPUTADO FEDERAL","40","PSB","935545"
"1998","1","PE","DEPUTADO FEDERAL","40","PSB","723254"
"1998","1","PE","DEPUTADO FEDERAL","20","PSC","46712"
"2006","1","PE","DEPUTADO FEDERAL","20","PSC","75448"
"2010","1","PE","DEPUTADO FEDERAL","20","PSC","77335"
"2002","1","PE","DEPUTADO FEDERAL","20","PSC","11147"
"2014","1","PE","DEPUTADO FEDERAL","20","PSC","107856"
"2018","1","PE","DEPUTADO FEDERAL","20","PSC","203324"
"2002","1","PE","DEPUTADO FEDERAL","41","PSD","12951"
"1998","1","PE","DEPUTADO FEDERAL","41","PSD","4804"
"2018","1","PE","DEPUTADO FEDERAL","55","PSD","123033"
"2014","1","PE","DEPUTADO FEDERAL","55","PSD","104370"
"2006","1","PE","DEPUTADO FEDERAL","45","PSDB","255416"
"2014","1","PE","DEPUTADO FEDERAL","45","PSDB","413047"
"2002","1","PE","DEPUTADO FEDERAL","45","PSDB","562609"
"1998","1","PE","DEPUTADO FEDERAL","45","PSDB","194618"
"2018","1","PE","DEPUTADO FEDERAL","45","PSDB","46141"
"2010","1","PE","DEPUTADO FEDERAL","45","PSDB","360707"
"2002","1","PE","DEPUTADO FEDERAL","27","PSDC","17750"
"2006","1","PE","DEPUTADO FEDERAL","27","PSDC","7412"
"2010","1","PE","DEPUTADO FEDERAL","27","PSDC","24514"
"2014","1","PE","DEPUTADO FEDERAL","27","PSDC","10189"
"1998","1","PE","DEPUTADO FEDERAL","27","PSDC","857"
"2014","1","PE","DEPUTADO FEDERAL","17","PSL","97144"
"2010","1","PE","DEPUTADO FEDERAL","17","PSL","35317"
"1998","1","PE","DEPUTADO FEDERAL","17","PSL","89527"
"2002","1","PE","DEPUTADO FEDERAL","17","PSL","25731"
"2018","1","PE","DEPUTADO FEDERAL","17","PSL","204425"
"2006","1","PE","DEPUTADO FEDERAL","17","PSL","5327"
"1998","1","PE","DEPUTADO FEDERAL","31","PSN","1932"
"2014","1","PE","DEPUTADO FEDERAL","50","PSOL","17987"
"2010","1","PE","DEPUTADO FEDERAL","50","PSOL","10034"
"2018","1","PE","DEPUTADO FEDERAL","50","PSOL","78507"
"2006","1","PE","DEPUTADO FEDERAL","50","PSOL","14206"
"1998","1","PE","DEPUTADO FEDERAL","18","PST","1482"
"2002","1","PE","DEPUTADO FEDERAL","18","PST","12667"
"2006","1","PE","DEPUTADO FEDERAL","16","PSTU","3595"
"1998","1","PE","DEPUTADO FEDERAL","16","PSTU","4633"
"2010","1","PE","DEPUTADO FEDERAL","16","PSTU","3082"
"2018","1","PE","DEPUTADO FEDERAL","16","PSTU","2364"
"2014","1","PE","DEPUTADO FEDERAL","16","PSTU","5436"
"2002","1","PE","DEPUTADO FEDERAL","16","PSTU","4058"
"1998","1","PE","DEPUTADO FEDERAL","13","PT","164929"
"2018","1","PE","DEPUTADO FEDERAL","13","PT","414210"
"2010","1","PE","DEPUTADO FEDERAL","13","PT","679581"
"2002","1","PE","DEPUTADO FEDERAL","13","PT","499231"
"2014","1","PE","DEPUTADO FEDERAL","13","PT","384699"
"2006","1","PE","DEPUTADO FEDERAL","13","PT","676507"
"2014","1","PE","DEPUTADO FEDERAL","70","PT do B","3930"
"2002","1","PE","DEPUTADO FEDERAL","70","PT do B","694"
"2010","1","PE","DEPUTADO FEDERAL","70","PT do B","1622"
"1998","1","PE","DEPUTADO FEDERAL","70","PT do B","847"
"2006","1","PE","DEPUTADO FEDERAL","70","PT do B","12075"
"2014","1","PE","DEPUTADO FEDERAL","14","PTB","469490"
"2002","1","PE","DEPUTADO FEDERAL","14","PTB","21234"
"1998","1","PE","DEPUTADO FEDERAL","14","PTB","49647"
"2006","1","PE","DEPUTADO FEDERAL","14","PTB","511870"
"2018","1","PE","DEPUTADO FEDERAL","14","PTB","70747"
"2010","1","PE","DEPUTADO FEDERAL","14","PTB","353540"
"2018","1","PE","DEPUTADO FEDERAL","36","PTC","2329"
"2014","1","PE","DEPUTADO FEDERAL","36","PTC","3633"
"2010","1","PE","DEPUTADO FEDERAL","36","PTC","24980"
"2002","1","PE","DEPUTADO FEDERAL","36","PTC","3148"
"2006","1","PE","DEPUTADO FEDERAL","36","PTC","6325"
"2014","1","PE","DEPUTADO FEDERAL","19","PTN","6556"
"2006","1","PE","DEPUTADO FEDERAL","19","PTN","2104"
"2010","1","PE","DEPUTADO FEDERAL","19","PTN","6898"
"1998","1","PE","DEPUTADO FEDERAL","19","PTN","678"
"2002","1","PE","DEPUTADO FEDERAL","19","PTN","2989"
"2002","1","PE","DEPUTADO FEDERAL","43","PV","27581"
"2006","1","PE","DEPUTADO FEDERAL","43","PV","13590"
"2010","1","PE","DEPUTADO FEDERAL","43","PV","43707"
"2014","1","PE","DEPUTADO FEDERAL","43","PV","23681"
"1998","1","PE","DEPUTADO FEDERAL","43","PV","1248"
"2018","1","PE","DEPUTADO FEDERAL","43","PV","15502"
"2018","1","PE","DEPUTADO FEDERAL","18","REDE","20165"
"2014","1","PE","DEPUTADO FEDERAL","77","SD","70867"
"2018","1","PE","DEPUTADO FEDERAL","77","SOLIDARIEDADE","151095"
"2018","1","PI","DEPUTADO FEDERAL","70","AVANTE","26307"
"2018","1","PI","DEPUTADO FEDERAL","27","DC","2250"
"2010","1","PI","DEPUTADO FEDERAL","25","DEM","335033"
"2018","1","PI","DEPUTADO FEDERAL","25","DEM","49236"
"2014","1","PI","DEPUTADO FEDERAL","25","DEM","1898"
"2018","1","PI","DEPUTADO FEDERAL","15","MDB","102730"
"2002","1","PI","DEPUTADO FEDERAL","26","PAN","447"
"2006","1","PI","DEPUTADO FEDERAL","26","PAN","366"
"1998","1","PI","DEPUTADO FEDERAL","26","PAN","172"
"2018","1","PI","DEPUTADO FEDERAL","51","PATRI","6340"
"2010","1","PI","DEPUTADO FEDERAL","65","PC do B","100458"
"2006","1","PI","DEPUTADO FEDERAL","65","PC do B","102925"
"2014","1","PI","DEPUTADO FEDERAL","65","PC do B","72131"
"2002","1","PI","DEPUTADO FEDERAL","65","PC do B","76155"
"1998","1","PI","DEPUTADO FEDERAL","65","PC do B","8779"
"2018","1","PI","DEPUTADO FEDERAL","65","PC do B","10858"
"2006","1","PI","DEPUTADO FEDERAL","21","PCB","1963"
"2014","1","PI","DEPUTADO FEDERAL","21","PCB","1066"
"2002","1","PI","DEPUTADO FEDERAL","21","PCB","5369"
"2018","1","PI","DEPUTADO FEDERAL","21","PCB","3546"
"2006","1","PI","DEPUTADO FEDERAL","29","PCO","2070"
"2018","1","PI","DEPUTADO FEDERAL","12","PDT","135919"
"2002","1","PI","DEPUTADO FEDERAL","12","PDT","28432"
"2010","1","PI","DEPUTADO FEDERAL","12","PDT","18846"
"2006","1","PI","DEPUTADO FEDERAL","12","PDT","39669"
"2014","1","PI","DEPUTADO FEDERAL","12","PDT","99633"
"1998","1","PI","DEPUTADO FEDERAL","12","PDT","8632"
"2014","1","PI","DEPUTADO FEDERAL","51","PEN","2088"
"2006","1","PI","DEPUTADO FEDERAL","25","PFL","266505"
"2002","1","PI","DEPUTADO FEDERAL","25","PFL","404807"
"1998","1","PI","DEPUTADO FEDERAL","25","PFL","360443"
"2002","1","PI","DEPUTADO FEDERAL","30","PGT","117"
"2006","1","PI","DEPUTADO FEDERAL","31","PHS","2043"
"2002","1","PI","DEPUTADO FEDERAL","31","PHS","2125"
"2014","1","PI","DEPUTADO FEDERAL","31","PHS","10243"
"2018","1","PI","DEPUTADO FEDERAL","31","PHS","41581"
"2010","1","PI","DEPUTADO FEDERAL","31","PHS","1708"
"2006","1","PI","DEPUTADO FEDERAL","22","PL","6893"
"2002","1","PI","DEPUTADO FEDERAL","22","PL","6844"
"1998","1","PI","DEPUTADO FEDERAL","22","PL","1524"
"2010","1","PI","DEPUTADO FEDERAL","15","PMDB","352220"
"2002","1","PI","DEPUTADO FEDERAL","15","PMDB","252501"
"2006","1","PI","DEPUTADO FEDERAL","15","PMDB","276725"
"2014","1","PI","DEPUTADO FEDERAL","15","PMDB","200818"
"1998","1","PI","DEPUTADO FEDERAL","15","PMDB","265711"
"1998","1","PI","DEPUTADO FEDERAL","33","PMN","1151"
"2002","1","PI","DEPUTADO FEDERAL","33","PMN","1581"
"2014","1","PI","DEPUTADO FEDERAL","33","PMN","1237"
"2018","1","PI","DEPUTADO FEDERAL","33","PMN","7567"
"2006","1","PI","DEPUTADO FEDERAL","33","PMN","6458"
"2010","1","PI","DEPUTADO FEDERAL","33","PMN","1870"
"2018","1","PI","DEPUTADO FEDERAL","19","PODE","10185"
"2018","1","PI","DEPUTADO FEDERAL","11","PP","264496"
"2014","1","PI","DEPUTADO FEDERAL","11","PP","127721"
"2010","1","PI","DEPUTADO FEDERAL","11","PP","111677"
"2006","1","PI","DEPUTADO FEDERAL","11","PP","118680"
"1998","1","PI","DEPUTADO FEDERAL","11","PPB","51362"
"2002","1","PI","DEPUTADO FEDERAL","11","PPB","39192"
"2018","1","PI","DEPUTADO FEDERAL","54","PPL","1148"
"2014","1","PI","DEPUTADO FEDERAL","54","PPL","2812"
"2010","1","PI","DEPUTADO FEDERAL","23","PPS","3997"
"2002","1","PI","DEPUTADO FEDERAL","23","PPS","9248"
"1998","1","PI","DEPUTADO FEDERAL","23","PPS","65897"
"2018","1","PI","DEPUTADO FEDERAL","23","PPS","10391"
"2014","1","PI","DEPUTADO FEDERAL","23","PPS","4370"
"2006","1","PI","DEPUTADO FEDERAL","23","PPS","6900"
"2018","1","PI","DEPUTADO FEDERAL","22","PR","137619"
"2010","1","PI","DEPUTADO FEDERAL","22","PR","4902"
"2014","1","PI","DEPUTADO FEDERAL","22","PR","76776"
"2018","1","PI","DEPUTADO FEDERAL","10","PRB","62180"
"2014","1","PI","DEPUTADO FEDERAL","10","PRB","25906"
"2010","1","PI","DEPUTADO FEDERAL","10","PRB","2450"
"2006","1","PI","DEPUTADO FEDERAL","56","PRONA","3924"
"1998","1","PI","DEPUTADO FEDERAL","56","PRONA","18067"
"2018","1","PI","DEPUTADO FEDERAL","90","PROS","20578"
"2014","1","PI","DEPUTADO FEDERAL","90","PROS","2663"
"2010","1","PI","DEPUTADO FEDERAL","44","PRP","7074"
"2018","1","PI","DEPUTADO FEDERAL","44","PRP","32821"
"2002","1","PI","DEPUTADO FEDERAL","44","PRP","4453"
"1998","1","PI","DEPUTADO FEDERAL","44","PRP","2714"
"2014","1","PI","DEPUTADO FEDERAL","44","PRP","6444"
"2010","1","PI","DEPUTADO FEDERAL","28","PRTB","2631"
"2006","1","PI","DEPUTADO FEDERAL","28","PRTB","1102"
"2002","1","PI","DEPUTADO FEDERAL","28","PRTB","2554"
"2018","1","PI","DEPUTADO FEDERAL","28","PRTB","15526"
"2002","1","PI","DEPUTADO FEDERAL","40","PSB","7017"
"1998","1","PI","DEPUTADO FEDERAL","40","PSB","4990"
"2010","1","PI","DEPUTADO FEDERAL","40","PSB","164832"
"2018","1","PI","DEPUTADO FEDERAL","40","PSB","80503"
"2014","1","PI","DEPUTADO FEDERAL","40","PSB","338209"
"2006","1","PI","DEPUTADO FEDERAL","40","PSB","75519"
"2010","1","PI","DEPUTADO FEDERAL","20","PSC","8719"
"2002","1","PI","DEPUTADO FEDERAL","20","PSC","1273"
"2006","1","PI","DEPUTADO FEDERAL","20","PSC","4815"
"2018","1","PI","DEPUTADO FEDERAL","20","PSC","7521"
"2014","1","PI","DEPUTADO FEDERAL","20","PSC","1985"
"2014","1","PI","DEPUTADO FEDERAL","55","PSD","164819"
"2018","1","PI","DEPUTADO FEDERAL","55","PSD","112879"
"2002","1","PI","DEPUTADO FEDERAL","41","PSD","1571"
"1998","1","PI","DEPUTADO FEDERAL","45","PSDB","88175"
"2010","1","PI","DEPUTADO FEDERAL","45","PSDB","56933"
"2014","1","PI","DEPUTADO FEDERAL","45","PSDB","12623"
"2006","1","PI","DEPUTADO FEDERAL","45","PSDB","230770"
"2018","1","PI","DEPUTADO FEDERAL","45","PSDB","17206"
"2002","1","PI","DEPUTADO FEDERAL","45","PSDB","250918"
"2014","1","PI","DEPUTADO FEDERAL","27","PSDC","895"
"2002","1","PI","DEPUTADO FEDERAL","27","PSDC","1019"
"2010","1","PI","DEPUTADO FEDERAL","27","PSDC","3472"
"1998","1","PI","DEPUTADO FEDERAL","27","PSDC","267"
"2006","1","PI","DEPUTADO FEDERAL","27","PSDC","1382"
"1998","1","PI","DEPUTADO FEDERAL","17","PSL","118"
"2014","1","PI","DEPUTADO FEDERAL","17","PSL","499"
"2010","1","PI","DEPUTADO FEDERAL","17","PSL","2533"
"2018","1","PI","DEPUTADO FEDERAL","17","PSL","33581"
"2006","1","PI","DEPUTADO FEDERAL","17","PSL","1426"
"2018","1","PI","DEPUTADO FEDERAL","50","PSOL","8765"
"2006","1","PI","DEPUTADO FEDERAL","50","PSOL","4817"
"2010","1","PI","DEPUTADO FEDERAL","50","PSOL","2559"
"2014","1","PI","DEPUTADO FEDERAL","50","PSOL","4522"
"2002","1","PI","DEPUTADO FEDERAL","18","PST","332"
"2010","1","PI","DEPUTADO FEDERAL","16","PSTU","2175"
"2018","1","PI","DEPUTADO FEDERAL","16","PSTU","1244"
"2014","1","PI","DEPUTADO FEDERAL","16","PSTU","3492"
"2002","1","PI","DEPUTADO FEDERAL","16","PSTU","736"
"1998","1","PI","DEPUTADO FEDERAL","16","PSTU","1043"
"2006","1","PI","DEPUTADO FEDERAL","16","PSTU","1319"
"2006","1","PI","DEPUTADO FEDERAL","13","PT","292358"
"2014","1","PI","DEPUTADO FEDERAL","13","PT","321864"
"1998","1","PI","DEPUTADO FEDERAL","13","PT","102540"
"2002","1","PI","DEPUTADO FEDERAL","13","PT","231645"
"2018","1","PI","DEPUTADO FEDERAL","13","PT","395128"
"2010","1","PI","DEPUTADO FEDERAL","13","PT","301152"
"2006","1","PI","DEPUTADO FEDERAL","70","PT do B","2017"
"2002","1","PI","DEPUTADO FEDERAL","70","PT do B","120"
"1998","1","PI","DEPUTADO FEDERAL","70","PT do B","617"
"2014","1","PI","DEPUTADO FEDERAL","70","PT do B","1504"
"2010","1","PI","DEPUTADO FEDERAL","70","PT do B","4424"
"2002","1","PI","DEPUTADO FEDERAL","14","PTB","5618"
"1998","1","PI","DEPUTADO FEDERAL","14","PTB","6043"
"2018","1","PI","DEPUTADO FEDERAL","14","PTB","74328"
"2006","1","PI","DEPUTADO FEDERAL","14","PTB","152762"
"2010","1","PI","DEPUTADO FEDERAL","14","PTB","177114"
"2014","1","PI","DEPUTADO FEDERAL","14","PTB","208861"
